Kanji,Meaning,Radicals,Sound
回転寿司,conveyor belt sushi,Times + Revolve + Lifespan + Director,かいてんずし
彫刻,carving,Carve + Carve,ちょうこく
恥知らず,shameless,Shame + Know,はじし
恥辱,disgrace,Shame + Humiliate,ちじょく
辱める,to humiliate,Humiliate,はずかし
甘酢,sweet vinegar,Sweet + Vinegar,あまず
酢の物,vinegared dish,Vinegar + Thing,すもの
味噌,miso,Flavor + Boisterous,みそ
味噌汁,miso soup,Flavor + Boisterous + Soup,みそしる
脳みそ,brains,Brain,のう
湖畔,lakeside,Lake + Shore,こはん
甘い,sweet-tasting,Sweet,あま
上手い,skillful,Above + Hand,うま
甘党,person who prefers sweet things to alcoholic drinks,Sweet + Group,あまとう
甘酢,sweet vinegar,Sweet + Vinegar,あまず
甘く見る,to not take seriously,Sweet + See,あまみ
象牙,ivory,Elephant + Fang,ぞうげ
同盟,alliance,Same + Alliance,どうめい
連盟,league,Take Along + Alliance,れんめい
盟約,oath,Alliance + Promise,めいやく
古い,old,Old,ふる
復旧,restoration,Restore + Former,ふっきゅう
故郷,hometown,Circumstance + Hometown,ふるさと
旧暦,Japan's old (lunisolar) calendar,Former + Calendar,きゅうれき
旧姓,one's original family name,Former + Surname,きゅうせい
及ぼす,to exert (influence),Reach,およ
普及,diffusion,Normal + Reach,ふきゅう
及ぶ,to reach,Reach,およ
及び,and,Reach,およ
及第,passing (an examination),Reach + Ordinal Number Prefix,きゅうだい
舞台,"stage (of a theatre, concert hall, etc.)",Dance + Machine,ぶたい
舞う,to dance (orig. a whirling dance),Dance,ま
歌舞伎,kabuki,Song + Dance + Deed,かぶき
お見舞い,calling on someone who is ill,See + Dance,みま
舞踏,dance (esp. Western style),Dance + Step,ぶとう
鼓舞,encouragement,Beat + Dance,こぶ
舞踏会,ball,Dance + Step + Meet,ぶとうかい
大幅,big,Big + Width,おおはば
伸ばす,"to grow long (e.g. hair, nails)",Stretch,の
伸びる,to stretch,Stretch,の
欠伸,yawn,Lack + Stretch,あくび
沖縄,"Okinawa (city, prefecture)",Open Sea + Rope,おきなわ
沖合,off the coast,Open Sea + Suit,おきあい
沖縄県,Okinawa Prefecture,Open Sea + Rope + Prefecture,おきなわけん
核兵器,nuclear weapon,Nucleus + Soldier + Container,かくへいき
核実験,nuclear (bomb) test,Nucleus + Truth + Test,かくじっけん
核分裂,nuclear fission,Nucleus + Part + Split,かくぶんれつ
指摘,pointing out,Finger + Pluck,してき
摘発,exposing,Pluck + Departure,てきはつ
摘む,to pick,Pluck,つ
津波,tsunami,Haven + Wave,つなみ
縄跳び,skipping rope,Rope + Hop,なわと
沖縄,"Okinawa (city, prefecture)",Open Sea + Rope,おきなわ
縄張り,stretching a rope around,Rope + Stretch,なわば
縄文,straw-rope pattern pressed into earthenware,Rope + Writing,じょうもん
沖縄県,Okinawa Prefecture,Open Sea + Rope + Prefecture,おきなわけん
此れ,this,,こ
繊維,fibre,Fiber + Maintain,せんい
維持,maintenance,Maintain + Hold,いじ
明治維新,Meiji Restoration (1868),Bright + Cure + Maintain + New,めいじいしん
維新,reformation,Maintain + New,いしん
奈良県,Nara Prefecture (Kinki area),Nara + Good + Prefecture,ならけん
神奈川県,Kanagawa Prefecture (Kanto area),God + Nara + River + Prefecture,かながわけん
医療,medical treatment,Medicine + Heal,いりょう
治療,(medical) treatment,Cure + Heal,ちりょう
信頼,trust (in),Believe + Trust,しんらい
頼む,to request,Trust,たの
頼る,to rely on,Trust,たよ
依頼,request,Reliant + Trust,いらい
頼み,request,Trust,たの
依頼人,client,Reliant + Trust + Person,いらいにん
貢献,contribution (furthering a goal or cause),Tribute + Offer,こうけん
献血,blood donation,Offer + Blood,けんけつ
献金,donation,Offer + Gold,けんきん
廃止,abolition,Obsolete + Stop,はいし
廃棄,disposal,Obsolete + Abandon,はいき
廃墟,"ruins (of a building, town, etc.)",Obsolete + Ruins,はいきょ
廃れる,to go out of use,Obsolete,すた
廃絶,abolition,Obsolete + Extinction,はいぜつ
越える,to cross over,Go Beyond,こ
越す,to cross over (e.g. mountain),Go Beyond,こ
超音速,supersonic speed,Ultra + Sound + Fast,ちょうおんそく
超自然的,supernatural,Ultra + Self + Nature + Target,ちょうしぜんてき
超音波,ultrasonic waves,Ultra + Sound + Wave,ちょうおんぱ
継ぐ,"to succeed (a person, to a position, etc.)",Inherit,つ
継承,inheritance,Inherit + Consent,けいしょう
跡継ぎ,heir,Traces + Inherit,あとつ
残る,to remain,Remainder,のこ
遺跡,(archeological) remains,Leave Behind + Traces,いせき
残す,to leave (behind),Remainder,のこ
遺伝,heredity,Leave Behind + Transmit,いでん
遺伝子,gene,Leave Behind + Transmit + Child,いでんし
遺憾,regrettable,Leave Behind + Remorse,いかん
遺産,inheritance,Leave Behind + Give Birth,いさん
遺体,(dead) body,Leave Behind + Body,いたい
技能,technical skill,Skill + Ability,ぎのう
歌舞伎,kabuki,Song + Dance + Deed,かぶき
一般,general,One + Generally,いっぱん
一般的,general,One + Generally + Target,いっぱんてき
全般的,general,All + Generally + Target,ぜんぱんてき
将棋,shogi,Commander + Chess Piece,しょうぎ
将来,future,Commander + Come,しょうらい
将軍,general,Commander + Army,しょうぐん
主将,commander-in-chief,Master + Commander,しゅしょう
大将,general,Big + Commander,たいしょう
踏む,to step on,Step,ふ
舞踏,dance (esp. Western style),Dance + Step,ぶとう
踏み込む,to step into (e.g. someone else's territory),Step + Crowded,ふこ
舞踏会,ball,Dance + Step + Meet,ぶとうかい
依頼,request,Reliant + Trust,いらい
依る,to be due to,Reliant,よ
依存,dependence,Reliant + Suppose,いぞん
依然,still,Reliant + Nature,いぜん
依頼人,client,Reliant + Trust + Person,いらいにん
馬鹿,idiot,Horse + Deer,
鹿児島県,Kagoshima Prefecture (Kyūshū),Deer + Child + Island + Prefecture,かごしまけん
鹿児島県,Kagoshima Prefecture (Kyūshū),Deer + Child + Island + Prefecture,かごしまけん
替える,to replace,Replace,か
替わる,to succeed,Replace,か
着替え,changing clothes,Wear + Replace,きが
換気,ventilation,Exchange + Energy,かんき
変換,change,Change + Exchange,へんかん
貿易,(foreign) trade,Trade + Easy,ぼうえき
貿易会社,trading company,Trade + Easy + Meet + Company,ぼうえきがいしゃ
承諾,consent,Consent + Agreement,しょうだく
受諾,acceptance,Accept + Agreement,じゅだく
許諾,consent,Permit + Agreement,きょだく
諾否,consent or refusal,Agreement + No,だくひ
国債,national debt,Country + Debt,こくさい
債権,credit,Debt + Rights,さいけん
債券,bond,Debt + Ticket,さいけん
姓名,(full) name,Surname + Name,せいめい
旧姓,one's original family name,Former + Surname,きゅうせい
狙う,"to aim at (with a weapon, etc.)",Aim,ねら
狙い,"aim (of a gun, bow, etc.)",Aim,ねら
狙撃,shooting,Aim + Attack,そげき
香り,aroma,Fragrance,かお
香水,perfume,Fragrance + Water,こうすい
香辛料,spice,Fragrance + Spicy + Fee,こうしんりょう
香港,Hong Kong,Fragrance + Harbor,ホンコン
芳香,perfume,Perfume + Fragrance,ほうこう
香川県,Kagawa Prefecture (Shikoku),Fragrance + River + Prefecture,かがわけん
抵抗,resistance,Resist + Confront,ていこう
反抗,opposition,Anti + Confront,はんこう
抗体,antibody,Confront + Body,こうたい
抗戦,resistance,Confront + War,こうせん
臨時,temporary,Look To + Time,りんじ
臨む,to look out on,Look To,のぞ
臨海,coastal,Look To + Sea,りんかい
掲示,notice,Display + Indicate,けいじ
掲げる,"to put up (a notice, sign, etc.)",Display,かか
掲載,publication (e.g. of an article in a newspaper),Display + Publish,けいさい
掲示板,bulletin board,Display + Indicate + Board,けいじばん
足跡,footprints,Foot + Traces,あしあと
遺跡,(archeological) remains,Leave Behind + Traces,いせき
奇跡,miracle,Odd + Traces,きせき
跡継ぎ,heir,Traces + Inherit,あとつ
昭和,Shōwa era (1926.12.25-1989.1.7),Shining + Peace,しょうわ
前兆,omen,Before + Omen,ぜんちょう
兆候,sign,Omen + Climate,ちょうこう
塁打,base hit,Base + Hit,るいだ
本塁打,home run,Book + Base + Hit,ほんるいだ
塁審,base umpire,Base + Judge,るいしん
戦闘,battle,War + Struggle,せんとう
戦う,to make war (on),War,たたか
戦い,battle,War,たたか
闘志,fighting spirit,Struggle + Intention,とうし
敢闘,fighting bravely,Daring + Struggle,かんとう
漁師,fisherman,Fishing + Teacher,りょうし
漁業,fishing industry,Fishing + Business,ぎょぎょう
漁船,fishing boat,Fishing + Boat,ぎょせん
爆発,explosion,Explode + Departure,ばくはつ
爆弾,bomb,Explode + Bullet,ばくだん
原爆,atomic bomb,Original + Explode,げんばく
爆撃,bombing (raid),Explode + Attack,ばくげき
爆笑,roar of laughter (from multiple people),Explode + Laugh,ばくしょう
原子爆弾,atomic bomb,Original + Child + Explode + Bullet,げんしばくだん
自爆,suicide bombing (e.g. crashing one's plane into a target),Self + Explode,じばく
台湾,Taiwan,Machine + Gulf,たいわん
崩れる,to collapse,Crumble,くず
崩す,to destroy,Crumble,くず
崩壊,collapse,Crumble + Break,ほうかい
葬式,funeral,Burial + Ritual,そうしき
葬る,to bury,Burial,ほうむ
葬儀,funeral,Burial + Ceremony,そうぎ
火葬,cremation,Fire + Burial,かそう
賠償,compensation,Compensation + Reparation,ばいしょう
弁償,compensation,Dialect + Reparation,べんしょう
償う,to make up for,Reparation,つぐな
賠償金,indemnities,Compensation + Reparation + Gold,ばいしょうきん
死刑,death penalty,Death + Punish,しけい
刑罰,(criminal) punishment,Punish + Penalty,けいばつ
刑事,(police) detective,Punish + Action,けいじ
刑務所,prison,Punish + Task + Place,けいむしょ
死刑囚,criminal condemned to death,Death + Punish + Criminal,しけいしゅう
刑期,prison term,Punish + Period Of Time,けいき
終身刑,life imprisonment,End + Body + Punish,しゅうしんけい
大抵,mostly,Big + Resist,たいてい
抵抗,resistance,Resist + Confront,ていこう
募集,recruitment,Recruit + Collect,ぼしゅう
応募,application,Respond + Recruit,おうぼ
募る,to become stronger,Recruit,つの
募金,fundraising,Recruit + Gold,ぼきん
飛ぶ,to fly,Fly,と
跳ねる,to jump,Hop,は
縄跳び,skipping rope,Rope + Hop,なわと
跳躍,jump,Hop + Leap,ちょうやく
躍る,to jump up,Leap,おど
使う,"to use (a tool, method, etc.)",Use,つか
小遣い,pocket money,Small + Dispatch,こづか
言葉遣い,speech,Say + Leaf + Dispatch,ことばづか
派遣,dispatch,Sect + Dispatch,はけん
使い捨て,throwaway,Use + Throw Away,つかす
魔法使い,magician,Devil + Method + Use,まほうつか
使い方,way of using (something),Use + Direction,つかかた
思いやり,consideration,Think,おも
遣り甲斐,value in doing something,Dispatch + Turtle Shell + Patterned,やがい
弾く,to play (a stringed or keyboard instrument),Bullet,ひ
爆弾,bomb,Explode + Bullet,ばくだん
弾む,to spring,Bullet,はず
弾丸,bullet,Bullet + Circle,だんがん
弾劾,impeachment,Bullet + Censure,だんがい
銃弾,bullet (from a rifle),Gun + Bullet,じゅうだん
原子爆弾,atomic bomb,Original + Child + Explode + Bullet,げんしばくだん
弾力,elasticity,Bullet + Power,だんりょく
糾弾,censure,Twist + Bullet,きゅうだん
糾弾,censure,Twist + Bullet,きゅうだん
患者,patient,Afflicted + Someone,かんじゃ
患う,to be ill,Afflicted,わずら
急患,emergency case,Hurry + Afflicted,きゅうかん
憂い,sorrow,Grief,うれ
疾患,disease,Rapid + Afflicted,しっかん
戻る,to turn back (e.g. half-way),Return,もど
戻す,to put back,Return,もど
払い戻す,to repay,Pay + Return,はらもど
取り戻す,to take back,Take + Return,ともど
契約,contract,Pledge + Promise,けいやく
契機,opportunity,Pledge + Machine,けいき
執着,attachment,Tenacious + Wear,しゅうちゃく
執筆,writing,Tenacious + Writing Brush,しっぴつ
執行猶予,stay of execution,Tenacious + Go + Still + Beforehand,しっこうゆうよ
執る,to take (trouble),Tenacious,と
聞く,to hear,Hear,き
聞こえる,to be heard,Hear,き
許す,to permit,Permit,ゆる
盗聴,interception (email),Steal + Listen,とうちょう
聴力,hearing ability,Listen + Power,ちょうりょく
聴力,hearing ability,Listen + Power,ちょうりょく
陣営,"camp (supporters of a doctrine, party, etc.)",Army Base + Manage,じんえい
中旬,middle ten days of a month,Middle + In Season,ちゅうじゅん
下旬,last third of a month,Below + In Season,げじゅん
上旬,first third of a month,Above + In Season,じょうじゅん
知恵,wisdom,Know + Favor,ちえ
恵む,to bless,Favor,めぐ
辛抱,patience,Spicy + Hug,しんぼう
抱く,to hold in one's arms (e.g. a baby),Hug,いだ
削る,"to shave (wood, leather, etc.)",Whittle Down,けず
削除,deletion,Whittle Down + Exclude,さくじょ
削減,cut,Whittle Down + Decrease,さくげん
夕刊,evening edition (of a daily newspaper),Evening + Edition,ゆうかん
朝刊,morning edition (of a daily newspaper),Morning + Edition,ちょうかん
刊行,publication,Edition + Go,かんこう
日刊,daily publication,Sun + Edition,にっかん
月刊,monthly publication,Moon + Edition,げっかん
暖房,(indoor) heating,Warm + Cluster,だんぼう
冷房,air conditioning,Cool + Cluster,れいぼう
アホ,fool,,
坊主,Buddhist priest,Monk + Master,ぼうず
贈り物,present,Presents + Thing,おくもの
贈る,to give (as a gift),Presents,おく
贈呈,"presentation (of a gift, prize, etc.)",Presents + Present,ぞうてい
贈賄,giving a bribe,Presents + Bribe,ぞうわい
贈収賄,bribery,Presents + Obtain + Bribe,ぞうしゅうわい
抑圧,check,Suppress + Pressure,よくあつ
抑制,control,Suppress + Control,よくせい
抑止,check,Suppress + Stop,よくし
避ける,to avoid (physical contact with),Dodge,さ
避難,taking refuge,Dodge + Difficult,ひなん
避妊,contraception,Dodge + Pregnant,ひにん
帰る,to return,Return,かえ
環境,environment,Loop + Boundary,かんきょう
循環,circulation,Circulation + Loop,じゅんかん
還元,restoration,Send Back + Origin,かんげん
生還,returning alive,Life + Send Back,せいかん
返還,return,Return + Send Back,へんかん
傾向,tendency,Lean + Yonder,けいこう
斜め,slanting,Diagonal,なな
傾く,to incline toward,Lean,かたむ
傾ける,to incline,Lean,かたむ
妊娠,pregnancy,Pregnant + Pregnant,にんしん
妊娠,pregnancy,Pregnant + Pregnant,にんしん
避妊,contraception,Dodge + Pregnant,ひにん
妊婦,pregnant woman,Pregnant + Wife,にんぷ
描く,to draw,Draw,えが
描写,depiction,Draw + Copy,びょうしゃ
委託,entrusting (something to a person),Committee + Consign,いたく
託す,to entrust (someone) with,Consign,たく
受託,being entrusted with,Accept + Consign,じゅたく
信託,trust,Believe + Consign,しんたく
